1534,1327,1328,1328,1328,1328,1328,1328,1329,1534,1585,1585,1585,1585,1585,1585,1585,1585,1585,1585,1585,1585,1585,1585,1585,1585,1585,1585,1585,1585
1377,1430,2147,1430,1430,1637,1689,1689,1692,2206,2206,1685,1685,1685,1685,1685,1685,1685,1685,1685,1685,1685,1685,1685,1685,1685,1685,1685,2290,1585
1428,1637,1689,1692,1430,1841,1742,1742,1794,2206,2206,1736,1736,1736,1736,1736,1736,1736,1736,1736,1736,1736,1736,1736,1736,1736,1736,1736,2290,1585
1428,1841,1742,1794,1430,1841,1742,1742,1794,1432,2206,2206,1736,1736,1736,1736,1736,1736,1736,1736,1736,1736,1736,1736,1736,1736,1736,1736,2290,1585
1428,1841,1742,1794,1430,1892,1742,1742,1794,1432,2206,2206,2206,2206,2206,2206,1736,1736,1736,1736,1736,1736,1736,1736,1736,1736,1736,2290,2290,1585
1428,1841,1742,1947,2147,1430,1841,1742,1794,1432,1635,2206,2206,2206,2206,2206,2206,1736,1736,1736,1736,1736,1736,1736,1736,1736,1736,2290,2290,1585
1428,1995,1794,1430,1430,1430,1892,1742,1794,1432,1635,1635,1635,2206,2206,2206,1635,2206,1736,1736,1736,1736,1736,1736,1736,1736,1736,2290,2290,1585
1428,1892,1947,1430,1430,2147,1430,1892,1947,1432,1736,1635,1635,1635,1635,2206,2206,1635,2206,1736,1736,1736,1736,1736,1736,1736,1736,2290,2290,1585
1479,1430,1430,2147,1430,1430,1430,2147,1430,1483,1736,1736,1635,1635,1635,1635,2206,2206,2206,2206,1736,1736,1736,1736,1736,1736,1736,2290,2290,1585
1534,1531,1532,1532,1532,1532,1532,1532,1532,1585,1585,1736,1736,1635,1635,1635,1635,2206,1635,2206,2206,1736,1736,1736,1736,1736,2290,2290,2290,1585
1585,1585,1585,1585,1585,1585,1585,1585,1585,1585,1585,1736,1736,1635,1635,1635,1635,2206,2206,1736,2206,2206,1736,1736,1736,1736,2290,2290,2290,1585
1585,1736,1736,1736,1736,1736,1585,1585,1585,1585,1585,1585,1736,1736,1635,1635,1635,1635,2206,2206,1736,2206,2206,2206,1736,1736,2290,2290,2290,1585
1585,1736,1736,1736,1736,1736,1736,1736,1585,1585,1585,1585,1736,1736,1635,1635,1635,1635,1635,2206,1736,1736,1736,2206,1736,1736,2290,2290,2290,1585
1585,1736,1736,1736,1736,1736,1736,1736,1736,1585,1585,1585,1736,1736,1736,1635,1635,1635,1635,1635,2206,1736,1736,2206,2206,1736,2290,2290,2290,1585
1585,1736,1736,1736,1736,1736,1736,1736,1736,1736,2206,2206,1736,1736,1736,1736,1635,1635,1635,1635,2206,1736,1736,1736,2206,1736,2290,2290,2290,1585
1585,2206,1736,1736,1736,1736,1736,1736,1736,1736,1736,2206,2206,2206,1736,1736,1736,1736,1635,1635,2206,1736,1736,1736,2206,2206,2290,2290,2290,1585
1585,2206,2206,1736,1736,1736,1736,1736,1736,1736,1736,1736,1736,2206,2206,1736,1736,1736,1736,1736,1736,2206,1736,1736,1736,2206,2290,2290,2290,1585
1585,1736,2206,1736,1736,1736,1736,1736,1736,1736,1736,1736,1736,1736,2206,1736,1736,1736,1736,1736,1736,2206,1736,1736,1736,1736,2206,2290,2290,1585
1585,1736,1736,2206,1736,1736,1736,1736,1736,1736,1736,1736,1736,1736,2206,2206,1736,1736,1736,1736,1736,1736,2206,1736,1736,1736,1736,2290,2290,1585
1585,1736,1736,2206,2206,1736,1736,1736,1736,1736,1736,1736,1736,1736,1736,2206,1736,1736,1736,1736,1736,1736,2206,2206,1736,1736,1736,2290,2290,1585
1585,1736,1736,1736,2206,2206,1736,1736,1736,1736,1736,1736,1736,1736,1736,1736,2206,1736,1736,1736,1736,1736,1736,2206,2206,1736,1736,2290,2290,1585
1585,1736,1736,1736,1736,2206,1736,1736,1736,1736,1736,1736,1736,1736,1736,1736,1736,2206,1736,1736,1736,1736,1736,1736,2206,2206,1736,2290,2290,1585
1585,1736,1736,1736,1736,2206,2206,1736,1736,1736,1736,1736,1736,1736,1736,1736,1736,2206,2206,1736,1736,1736,1736,1736,1736,2206,2206,2290,2290,1585
1585,1736,1736,1736,1736,1736,2206,2206,1736,1736,1736,1736,1736,1736,1736,1736,1736,1736,2206,2206,1736,1736,1736,1736,1736,2290,2206,2290,2290,1585
1585,2206,2206,1736,1736,1736,1736,2206,1736,1736,1736,1736,1736,1736,1736,1736,1736,1736,1736,2206,2206,1736,1736,1736,2290,2290,2290,2206,2290,1585
1585,2206,2206,2206,1736,1736,1736,2206,2206,1736,1736,1736,1736,1736,1736,1736,1736,1736,1736,1736,2206,2206,1736,2290,2290,1736,2290,2206,2290,1585
1585,2206,2206,2206,1736,1736,1736,1736,2206,2206,1736,1736,1736,1736,1736,1736,1736,1736,1736,1736,1736,2206,2206,2290,1736,1736,2290,2206,2290,1585
1585,2206,2206,2206,2206,2206,2206,1736,1736,1736,2206,2206,2206,2206,1736,1736,1736,1736,1736,1736,1736,1736,2206,2290,2206,2206,2290,2206,2290,1585
1585,2206,2206,2206,2206,2206,2206,2206,2206,2206,2206,2206,2206,2206,2206,2206,2206,1736,1736,1736,2290,2290,2290,2290,2290,2290,2290,2290,2290,1585
1585,1585,1585,1585,1585,1585,1585,1585,1585,1585,1585,1585,1585,2206,2206,2206,2206,1585,1585,1585,1585,1585,1585,1585,1585,1585,1585,1585,1585,1585
